@relation WA_Fn-UseC_-Telco-Customer-Churn-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.instance.RemovePercentage-P80.0-V-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@attribute gender {Female,Male}
@attribute SeniorCitizen numeric
@attribute Partner {Yes,No}
@attribute Dependents {No,Yes}
@attribute tenure numeric
@attribute PhoneService {No,Yes}
@attribute MultipleLines {'No phone service',No,Yes}
@attribute InternetService {DSL,'Fiber optic',No}
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute OnlineBackup {Yes,No,'No internet service'}
@attribute DeviceProtection {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute StreamingTV {No,Yes,'No internet service'}
@attribute StreamingMovies {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}  
@attribute PaperlessBilling {Yes,No}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute MonthlyCharges numeric
@attribute TotalCharges numeric
@attribute Churn {No,Yes}

@data
Female,0.446951,Yes,No,48.621857,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',93.13416,5442.575338,Yes
Female,0,Yes,No,50.496783,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',106.587311,5621.141527,Yes
Female,0.137016,No,No,4,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',77.871549,298.705579,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',44.418955,44.436941,Yes
Female,0.14663,No,No,55.13404,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',96.59876,5499.368299,Yes
Female,0,Yes,No,11.118319,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Electronic check',19.994483,221.812151,Yes
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',90.570139,90.444809,Yes
Female,0.96163,Yes,No,61.743123,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',102.086479,6406.128746,Yes
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,'Electronic check',50.768004,50.784247,Yes
Male,0.009383,Yes,No,19.384263,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',81.168706,1465.415679,Yes
Female,0,No,No,3,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.197979,312.705366,Yes
Male,0,No,No,22,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',94.75377,2096.871228,Yes
Female,0,No,No,4,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',76.79222,318.987971,Yes
Male,0,Yes,No,48.444308,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',89.898768,5112.893625,Yes
Male,0,Yes,No,59.434159,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',57.164984,3029.221799,Yes
Female,0.893424,Yes,No,15.395392,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',104.739493,1581.990504,Yes
Female,0,No,No,11.955871,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.052456,1043.564509,Yes
Female,0.348993,No,No,5.721453,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',87.076498,501.221957,Yes
Female,0,Yes,No,62.03858,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',100.184175,6234.525076,Yes
Male,0,Yes,No,52.027537,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',98.317695,5004.0733,Yes
Male,0,No,No,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',24.770812,24.673541,Yes
Female,0,No,No,13.619656,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Mailed check',95.121092,1123.653377,Yes
Male,0.17296,Yes,No,9.209366,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',92.643993,933.987658,Yes
Female,0,No,No,17.842338,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',88.369605,1632.750078,Yes
Male,0.506036,Yes,No,9,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.605619,921.127858,Yes
Female,0.614803,Yes,No,9.322786,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.459019,702.494892,Yes
Female,1,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',73.80453,74.187972,Yes
Female,0.804367,No,No,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.87793,206.341564,Yes
Female,0,No,No,11.544684,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',92.963095,952.344034,Yes
Female,0.007278,No,No,4,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',85.07167,360.230979,Yes
Female,0,No,No,5.637598,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',80.775235,425.126826,Yes
Female,0,No,No,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',71.49872,213.577583,Yes
Female,1,Yes,No,35.064397,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',96.969476,3423.419593,Yes
Male,0.79108,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',45.575964,84.692891,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',44.431935,44.637481,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',45.539521,45.648025,Yes
Female,0.352639,No,No,8,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',100.755391,840.398292,Yes
Female,0,No,No,6.101047,No,'No phone service',DSL,No,No,No,No,'No internet service',No,Month-to-month,No,'Electronic check',21.922391,109.403305,Yes
Female,0.108557,No,No,2,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',94.550025,176.655978,Yes
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',90.639058,90.706667,Yes
Male,0.075288,Yes,No,48.43063,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',25.676623,1330.332803,Yes
Male,0,Yes,No,70.449331,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Electronic check',109.435363,7533.210829,Yes
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.856933,69.885412,Yes
Female,0.35526,Yes,No,61.035239,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',104.144634,6391.64293,Yes
Female,0.869768,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',86.093752,86.358161,Yes
Male,0.660349,Yes,No,33.705826,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',76.339861,2642.562288,Yes
Female,0.524351,No,No,33.375943,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.84393,2914.079058,Yes
Female,0,No,No,33.259152,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.744195,2407.728112,Yes
Female,0.314225,No,No,4.463767,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',92.549584,421.023733,Yes
Male,0,No,No,7.447028,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',90.10006,661.687667,Yes
Male,0.80328,Yes,No,26.528303,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',80.155743,1898.084759,Yes
Female,0.989882,No,No,17.928019,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',94.217254,1613.232128,Yes
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',67.978915,118.921886,Yes
Female,0.024519,Yes,No,31.192851,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.601908,3201.994102,Yes
Female,0,Yes,No,17.445658,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',62.77606,994.28296,Yes
Male,0.780556,No,No,10.039837,Yes,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',68.165854,695.452554,Yes
Male,0.622848,No,No,8.327694,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',96.97157,821.335655,Yes
Male,0,No,No,26,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',81.527967,2072.732339,Yes
Female,0.189377,Yes,No,3,Yes,No,'Fiber optic',No,No,No,Yes,No,No,Month-to-month,Yes,'Mailed check',86.303103,270.68936,Yes
Male,0.94828,No,No,8,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',93.57404,740.063412,Yes
Male,0,Yes,No,38.35718,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',77.134338,3014.304496,Yes
Female,1,Yes,No,14.686792,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',89.361922,1265.858651,Yes
Female,0.580594,Yes,No,31.601517,Yes,No,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',71.033482,2359.63029,Yes
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.612784,19.647724,Yes
Female,0.234401,No,No,9.954811,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',45.795173,537.227074,Yes
Male,0,No,No,5,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',39.651412,221.821453,Yes
Female,0,Yes,No,45.827522,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',79.167123,3695.411744,Yes
Male,0.248641,No,No,5,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',80.522138,412.841326,Yes
Female,0,No,No,10,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',82.649948,831.91532,Yes
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',89.819391,185.743855,Yes
Female,0.614844,No,No,21.241518,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',91.506426,1944.012138,Yes
Male,0.557727,Yes,No,24.407725,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',85.0406,2169.7815,Yes
Male,0,Yes,No,49.790329,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',98.724572,4851.619234,Yes
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',70.04528,144.270839,Yes
Male,0.862844,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',49.212617,91.1,Yes
Male,0,No,No,7.163589,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',95.921934,713.042591,Yes
Female,0,Yes,No,43.237261,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',106.161036,4529.354933,Yes
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',78.680555,169.614895,Yes
Female,1,Yes,No,12.483279,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',80.098061,947.114176,Yes
Female,0.178793,No,No,11.608147,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',89.726163,1052.012008,Yes
Female,0.274087,No,No,17.907809,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',90.949571,1623.563954,Yes
Female,0.384818,Yes,No,25,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',89.811895,2186.629726,Yes
Male,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',55.600752,165.794191,Yes
Female,0,No,No,4,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',91.213683,386.472159,Yes
Female,0.803932,Yes,No,37,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',76.95374,2842.393343,Yes
Female,0,No,No,18.520345,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',48.137749,888.826533,Yes
Male,1,No,No,39.667997,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',103.92815,4278.780963,Yes
Male,0.452395,No,No,7,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',81.224585,545.246079,Yes
Female,0,No,No,12.079885,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.356734,944.924263,Yes
Female,0.361996,Yes,No,11.633887,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',96.445537,1133.049213,Yes
Male,0,No,No,1,No,'No phone service',DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',35.465971,35.538452,Yes
Female,0,No,No,2,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',91.306316,192.528863,Yes
Male,0,Yes,No,12.298097,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',96.48851,1151.375618,Yes
Female,0.141939,No,No,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',79.251903,226.943824,Yes
Male,0,No,No,1,No,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',33.031436,33.566918,Yes
Female,0,No,No,10.371006,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',93.146655,1050.917948,Yes
Female,0,Yes,No,56.469377,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',98.445335,5613.264079,Yes
Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.017554,20.060418,Yes
Male,0.800526,No,No,6.095134,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',107.972289,669.95963,Yes
Female,0,No,No,15.332704,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',100.498076,1544.399826,Yes
Male,0.416838,Yes,No,16.561349,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',62.422963,1236.060366,Yes
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',59.873192,59.927412,Yes
Male,0.336435,No,No,7.652079,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',83.476508,586.956297,Yes
Female,0,Yes,No,52.847613,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',97.941552,4868.893698,Yes
Female,0,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.941024,74.932545,Yes
Female,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',80.196626,80.19109,Yes
Female,0.546303,No,No,15.628087,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.765345,1148.220485,Yes
Female,0,Yes,No,10.487785,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',67.446853,738.520304,Yes
Female,0.949869,No,No,18.412553,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',95.022965,1529.973632,Yes
Female,0,Yes,No,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',80.24801,247.34516,Yes
Female,0.486425,No,No,25.626767,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',89.309726,2281.443208,Yes
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.722257,139.758986,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',45.76772,45.834365,Yes
Female,0,Yes,No,14.734953,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',72.538595,811.467451,Yes
Female,0,Yes,No,31.0253,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,No,'Electronic check',102.596904,2566.394551,Yes
Male,0.247998,No,No,3,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',76.527188,230.779867,Yes
Female,0.564529,No,No,18.655535,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',93.756937,1529.946395,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',45.352997,45.527599,Yes
Female,0,No,No,14.149744,No,'No phone service',DSL,No,No,No,'No internet service','No internet service',No,Month-to-month,Yes,'Electronic check',20.283453,291.678903,Yes
Female,0,No,No,12.448166,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',87.407124,996.13264,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',45.21859,45.187267,Yes
Female,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.43351,75.351412,Yes
Female,0,No,No,7,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',79.484125,526.006944,Yes
Female,0,No,No,2,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',31.312825,60.085663,Yes
Female,0.258687,No,No,46,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.38854,4405.593486,Yes
Female,1,Yes,No,68.995377,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',89.725729,6134.752849,Yes
Female,0,Yes,No,59.332494,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',103.331445,6428.683833,Yes
Female,0.496472,Yes,No,7.234268,Yes,No,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',88.256962,677.532388,Yes
Female,0.072859,Yes,No,8,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',75.469916,633.056072,Yes
Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,'Electronic check',49.416574,267.954378,Yes
Female,0,Yes,No,11.304998,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',32.099368,482.974366,Yes
Female,1,Yes,No,15.637518,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',84.956899,1347.57368,Yes
Male,0,Yes,No,70.451458,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',110.08732,7852.61812,Yes
Female,1,No,No,15.041028,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',91.671048,1289.003549,Yes
Female,0,Yes,No,18.029569,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.309568,1565.416388,Yes
Female,0.469205,Yes,No,31.778424,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.89728,3201.330143,Yes
Male,0,Yes,No,52.813794,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',107.457882,5135.976183,Yes
Male,0,Yes,No,37.213448,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.105823,3474.627652,Yes
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',19.304013,19.342551,Yes
Female,0.083992,No,No,3.747402,No,'No phone service',DSL,No,No,'No internet service','No internet service',No,No,Month-to-month,No,'Electronic check',28.727806,78.537412,Yes
Female,1,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.525685,69.486581,Yes
Male,0,Yes,No,60.687339,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',95.263321,5948.673326,Yes
Female,0.197725,No,No,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',25.158495,25.190076,Yes
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',45.223026,93.873725,Yes
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.133198,20.123066,Yes
Male,0,Yes,No,68.758852,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',104.904241,7153.467089,Yes
Male,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',54.738397,168.771619,Yes
Female,0,Yes,No,14.476118,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',86.570449,1268.690768,Yes
Male,0,Yes,No,9.444898,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',84.355443,855.859119,Yes
Female,0,No,No,18,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',88.715901,1629.348231,Yes
Male,0,Yes,No,10.370327,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',90.727998,896.091613,Yes
Female,0.037252,No,No,13.136752,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',88.573113,1287.956715,Yes
Female,0,No,No,4,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',78.537858,326.874596,Yes
Male,0.615465,No,No,3.119695,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',71.580249,237.75575,Yes
Female,0,Yes,No,34.333751,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',45.305602,2446.394323,Yes
Male,0,No,No,10.412063,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',80.30819,814.105168,Yes
Male,0.303386,No,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',79.32219,79.377882,Yes
Male,0,No,No,5,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',70.022408,346.951269,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',50.133482,50.112178,Yes
Female,0,Yes,Yes,21.245574,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',72.515373,1563.662366,Yes
Female,0.147303,Yes,No,32.201601,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',96.70046,3211.539581,Yes
Male,0,Yes,No,40.391495,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',76.547416,3007.219665,Yes
Female,0,Yes,No,63.863528,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',100.390344,6220.107671,Yes
Female,0.380211,No,No,4.239867,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.330123,445.696315,Yes
Female,0.884816,No,No,14.487235,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',35.009455,537.105048,Yes
Female,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',76.014181,76.326616,Yes
Female,0.261627,No,No,2,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',93.062461,170.605897,Yes
Female,0.135491,No,No,13.733847,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',89.059499,1308.120206,Yes
Male,0.150769,No,No,8.941375,Yes,No,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',93.58901,733.158332,Yes
Female,0.421637,No,No,15.553308,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',100.477439,1515.633653,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',50.45,50.45,Yes
Female,0.950161,Yes,No,11.214333,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.604278,1132.082224,Yes
Female,0.823544,No,No,2,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',93.816156,195.275751,Yes
Male,1,No,No,5,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',77.194939,345.134284,Yes
Female,0.499893,No,No,4.914531,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,No,'Electronic check',80.253836,334.145525,Yes
Female,0,No,No,16.608212,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',90.564812,1533.616305,Yes
